Orthogroup	Clus_ATCC42720	Clus_L17
OG0000016	CLUG_04110, CLUG_00028	E0198_004994, E0198_002409
OG0000016	CLUG_00920	E0198_000251
OG0000017	CLUG_00697	E0198_000472
OG0000017	CLUG_00156	E0198_000942
OG0000017	CLUG_00696	E0198_000473
OG0000018	CLUG_01827	E0198_001503
OG0000018	CLUG_00223	E0198_000876
OG0000018	CLUG_00171	E0198_000927
OG0000019	CLUG_01979	E0198_001355
OG0000019	CLUG_00201, CLUG_00273, CLUG_02434	E0198_002750
OG0000020	CLUG_00403	E0198_000732
OG0000020	CLUG_00402, CLUG_03658, CLUG_01698	E0198_001621
OG0000021	CLUG_05816	E0198_005160
OG0000021	CLUG_03893, CLUG_01123, CLUG_00572	E0198_000579
OG0000023	CLUG_05703	E0198_005061
OG0000023	CLUG_05702, CLUG_01898, CLUG_05704	E0198_001436
OG0000024	CLUG_03982	E0198_003572
OG0000024	CLUG_04790	E0198_003718
OG0000024	CLUG_02019	E0198_001319
OG0000025	CLUG_02219	E0198_001156
OG0000025	CLUG_04864	E0198_004636
OG0000025	CLUG_04865	E0198_004635
OG0000026	CLUG_03426	E0198_003066
OG0000026	CLUG_02758	E0198_002456
OG0000026	CLUG_02748	E0198_002465
OG0000027	CLUG_03499, CLUG_04409	E0198_003134
OG0000027	CLUG_03423	E0198_003064, E0198_004060
OG0000028	CLUG_04102	E0198_004333
OG0000028	CLUG_04899	E0198_004612
OG0000028	CLUG_04363	E0198_004093
OG0000029	CLUG_04838	E0198_004661, E0198_004976, E0198_002872, E0198_004339, E0198_004334
OG0000030	CLUG_05590	E0198_004970
OG0000030	CLUG_04839	E0198_004660
OG0000030	CLUG_05600	E0198_004975
OG0000031	CLUG_00392, CLUG_00709, CLUG_05690, CLUG_00841	E0198_000737
OG0000032	CLUG_00562	E0198_000589
OG0000032	CLUG_01207, CLUG_04462	E0198_004009
OG0000033	CLUG_00852	E0198_000319
OG0000033	CLUG_05366, CLUG_04157	E0198_004280
OG0000034	CLUG_01960	E0198_001374
OG0000034	CLUG_03842, CLUG_01013	E0198_000167
OG0000035	CLUG_05234	E0198_004664
OG0000035	CLUG_01197, CLUG_05230	E0198_004343
OG0000036	CLUG_03739	E0198_003361
OG0000036	CLUG_04610, CLUG_01250	E0198_002038
OG0000037	CLUG_01405	E0198_003723
OG0000037	CLUG_05258	E0198_001893, E0198_004683
OG0000038	CLUG_01420	E0198_001878
OG0000038	CLUG_01990	E0198_005014, E0198_001346
OG0000039	CLUG_02187	E0198_001184
OG0000039	CLUG_02186	E0198_001185, E0198_001186
OG0000040	CLUG_03197	E0198_004335, E0198_004662, E0198_004338, E0198_002871
OG0000041	CLUG_03250	E0198_002916
OG0000041	CLUG_03248, CLUG_03247	E0198_002914
OG0000042	CLUG_03322	E0198_002979
OG0000042	CLUG_03323, CLUG_04097	E0198_003677
OG0000043	CLUG_05126	E0198_004434
OG0000043	CLUG_05033	E0198_001476, E0198_004505
OG0000044	CLUG_05434	E0198_004837
OG0000044	CLUG_05795	E0198_004134, E0198_005142
OG0000046	CLUG_00027	E0198_001066
OG0000046	CLUG_01673	E0198_001643
OG0000047	CLUG_03972	E0198_003567
OG0000047	CLUG_00073	E0198_001019
OG0000048	CLUG_00078	E0198_001015
OG0000048	CLUG_03931	E0198_003530
OG0000049	CLUG_00095	E0198_000999
OG0000049	CLUG_03905	E0198_003504
OG0000050	CLUG_01525	E0198_001777
OG0000050	CLUG_00164	E0198_000935
OG0000051	CLUG_00476	E0198_000921
OG0000051	CLUG_00178	E0198_000667
OG0000052	CLUG_00206	E0198_000895
OG0000052	CLUG_00751	E0198_000422
OG0000053	CLUG_00541	E0198_000611
OG0000053	CLUG_00218	E0198_000881
OG0000054	CLUG_02784, CLUG_05507, CLUG_00271	E0198_002427
OG0000055	CLUG_00471, CLUG_00277, CLUG_04831	E0198_000670
OG0000056	CLUG_00307	E0198_000813
OG0000056	CLUG_05095	E0198_004457
OG0000057	CLUG_00313	E0198_000809
OG0000057	CLUG_04841	E0198_004659
OG0000058	CLUG_00321	E0198_000800
OG0000058	CLUG_00530	E0198_000622
OG0000059	CLUG_01748	E0198_001575
OG0000059	CLUG_00322	E0198_000799
OG0000060	CLUG_03725	E0198_003348
OG0000060	CLUG_00370	E0198_000757
OG0000061	CLUG_02113	E0198_001246
OG0000061	CLUG_00377	E0198_000751
OG0000062	CLUG_04254	E0198_004194
OG0000062	CLUG_00378	E0198_000750
OG0000063	CLUG_00398	E0198_000734
OG0000063	CLUG_01043	E0198_000144
OG0000064	CLUG_04779	E0198_003729
OG0000064	CLUG_00431	E0198_000708
OG0000065	CLUG_00440	E0198_000699
OG0000065	CLUG_01616	E0198_001697
OG0000066	CLUG_00466	E0198_000675
OG0000066	CLUG_02976	E0198_002280
OG0000067	CLUG_00490	E0198_000656
OG0000067	CLUG_00489	E0198_000657
OG0000068	CLUG_03441	E0198_003082
OG0000068	CLUG_00506	E0198_000644
OG0000069	CLUG_00597, CLUG_04835, CLUG_04836	E0198_000560
OG0000070	CLUG_01402	E0198_001896
OG0000070	CLUG_00611	E0198_000548
OG0000071	CLUG_00656	E0198_000508
OG0000071	CLUG_01216	E0198_002067
OG0000072	CLUG_02205	E0198_001170
OG0000072	CLUG_00702	E0198_000469
OG0000073	CLUG_01001	E0198_000177
OG0000073	CLUG_00734	E0198_000436
OG0000074	CLUG_04037	E0198_003624
OG0000074	CLUG_00741	E0198_000431
OG0000075	CLUG_02571	E0198_002638
OG0000075	CLUG_00758	E0198_000414
OG0000076	CLUG_00779	E0198_000391
OG0000076	CLUG_02871	E0198_002362
OG0000077	CLUG_00822	E0198_000346
OG0000077	CLUG_03166	E0198_002097
OG0000078	CLUG_04569	E0198_003906
OG0000078	CLUG_00928	E0198_000243
OG0000079	CLUG_00936	E0198_000234
OG0000079	CLUG_02420	E0198_002763
OG0000080	CLUG_00957	E0198_000217
OG0000080	CLUG_01478	E0198_001822
OG0000081	CLUG_01811	E0198_001522
OG0000081	CLUG_00984	E0198_000191
OG0000082	CLUG_03485	E0198_003119
OG0000082	CLUG_01057	E0198_000131
OG0000083	CLUG_03174	E0198_002090
OG0000083	CLUG_01058	E0198_000130
OG0000084	CLUG_03813	E0198_003433
OG0000084	CLUG_01059	E0198_000129
OG0000085	CLUG_01091	E0198_000095
OG0000085	CLUG_05140	E0198_004419
OG0000086	CLUG_01121, CLUG_04828, CLUG_01374	E0198_001917
OG0000087	CLUG_01149	E0198_000038
OG0000087	CLUG_01150	E0198_000037
OG0000088	CLUG_01178	E0198_000010
OG0000088	CLUG_01179	E0198_000009
OG0000089	CLUG_01219	E0198_002064
OG0000089	CLUG_05100	E0198_004454
OG0000090	CLUG_01230	E0198_002056
OG0000090	CLUG_04166	E0198_004266
OG0000091	CLUG_05468	E0198_004860
OG0000091	CLUG_01274	E0198_002011
OG0000092	CLUG_01275	E0198_002010
OG0000092	CLUG_02817	E0198_002401
OG0000093	CLUG_01281	E0198_002004
OG0000093	CLUG_04991	E0198_004542
OG0000094	CLUG_01316	E0198_001971
OG0000094	CLUG_03498	E0198_003133
OG0000095	CLUG_01320	E0198_003443, E0198_003332, E0198_001967
OG0000096	CLUG_05047, CLUG_04192, CLUG_01340	E0198_004496
OG0000097	CLUG_01343	E0198_001943
OG0000097	CLUG_01757	E0198_001568
OG0000098	CLUG_04785, CLUG_01406	E0198_001892, E0198_003724
OG0000099	CLUG_04596	E0198_003885
OG0000099	CLUG_01443	E0198_001856
OG0000100	CLUG_01484	E0198_001815
OG0000100	CLUG_05410	E0198_004816
OG0000101	CLUG_02766	E0198_002448
OG0000101	CLUG_01501	E0198_001801
OG0000102	CLUG_05397	E0198_004800
OG0000102	CLUG_01504	E0198_001797
OG0000103	CLUG_01514	E0198_004385, E0198_002525, E0198_001789
OG0000104	CLUG_01539, CLUG_03131, CLUG_03782	E0198_003403
OG0000105	CLUG_05225	E0198_004348
OG0000105	CLUG_01565	E0198_001740
OG0000106	CLUG_01575	E0198_001730
OG0000106	CLUG_04704	E0198_003797
OG0000107	CLUG_02459	E0198_002728
OG0000107	CLUG_01593	E0198_001720
OG0000108	CLUG_04461	E0198_004010
OG0000108	CLUG_01602	E0198_001711
OG0000109	CLUG_01682	E0198_001634
OG0000109	CLUG_02078	E0198_001274
OG0000110	CLUG_01714	E0198_001607
OG0000110	CLUG_03177	E0198_002086
OG0000111	CLUG_02499, CLUG_01760	E0198_002699, E0198_001566
OG0000112	CLUG_05583	E0198_004966
OG0000112	CLUG_01780	E0198_001549
OG0000113	CLUG_02989	E0198_002265
OG0000113	CLUG_01820	E0198_001510
OG0000114	CLUG_01916	E0198_001417
OG0000114	CLUG_03040	E0198_002212
OG0000115	CLUG_01939, CLUG_03919, CLUG_05825	E0198_005167
OG0000116	CLUG_01951	E0198_001381
OG0000116	CLUG_01950	E0198_001382
OG0000117	CLUG_03432	E0198_003073
OG0000117	CLUG_02010	E0198_001329
OG0000118	CLUG_02012	E0198_001326
OG0000118	CLUG_02013	E0198_001325
OG0000119	CLUG_02101	E0198_001253
OG0000119	CLUG_02978	E0198_002277
OG0000120	CLUG_02139	E0198_001225
OG0000120	CLUG_05006	E0198_004529
OG0000121	CLUG_04859	E0198_004642
OG0000121	CLUG_02142	E0198_001222
OG0000122	CLUG_02192	E0198_001181
OG0000122	CLUG_05735	E0198_005085
OG0000123	CLUG_05845	E0198_005185
OG0000123	CLUG_02194	E0198_001179
OG0000124	CLUG_02866	E0198_001283
OG0000124	CLUG_02361	E0198_002818
OG0000125	CLUG_02458	E0198_002730
OG0000125	CLUG_03629	E0198_003256
OG0000126	CLUG_02622, CLUG_05728, CLUG_04624	E0198_002590
OG0000127	CLUG_03302	E0198_002962
OG0000127	CLUG_02667	E0198_002544
OG0000129	CLUG_04467	E0198_004003
OG0000129	CLUG_02735	E0198_002476
OG0000130	CLUG_02833	E0198_002391
OG0000130	CLUG_02971	E0198_002282
OG0000131	CLUG_02929	E0198_002318
OG0000131	CLUG_04847	E0198_004653
OG0000132	CLUG_03468	E0198_003104
OG0000132	CLUG_02993	E0198_002260
OG0000133	CLUG_03546, CLUG_04664, CLUG_03000	E0198_002253
OG0000134	CLUG_05145, CLUG_05382, CLUG_03126	E0198_004414
OG0000135	CLUG_05209	E0198_004359
OG0000135	CLUG_03154	E0198_002115
OG0000136	CLUG_03172	E0198_002092
OG0000136	CLUG_04609	E0198_003870
OG0000137	CLUG_03227	E0198_002899
OG0000137	CLUG_03228	E0198_002900
OG0000138	CLUG_03257	E0198_002924
OG0000138	CLUG_03721	E0198_003344
OG0000139	CLUG_03347	E0198_002997
OG0000139	CLUG_05143	E0198_004416
OG0000140	CLUG_04460	E0198_004011
OG0000140	CLUG_03389	E0198_003033
OG0000141	CLUG_03744	E0198_003365
OG0000141	CLUG_03390	E0198_003034
OG0000142	CLUG_04139	E0198_004296
OG0000142	CLUG_03405	E0198_003050
OG0000143	CLUG_03946, CLUG_04666, CLUG_04665	E0198_003541
OG0000144	CLUG_04072	E0198_003655
OG0000144	CLUG_05766	E0198_005112
OG0000145	CLUG_04120	E0198_004317
OG0000145	CLUG_04119	E0198_004318
OG0000146	CLUG_04218	E0198_004224
OG0000146	CLUG_04560	E0198_003915
OG0000147	CLUG_04321	E0198_004133
OG0000147	CLUG_05588	E0198_004968
OG0000148	CLUG_04426	E0198_004045
OG0000148	CLUG_05300	E0198_004717
OG0000149	CLUG_04748	E0198_003757
OG0000149	CLUG_05216	E0198_004353
OG0000150	CLUG_04901	E0198_004611, E0198_004291, E0198_002454
OG0000151	CLUG_05280	E0198_004700
OG0000151	CLUG_04971	E0198_004561
OG0000152	CLUG_05005	E0198_004530
OG0000152	CLUG_05004	E0198_004531
OG0000153	CLUG_05484	E0198_004877
OG0000153	CLUG_05485	E0198_004878
OG0000154	CLUG_05534	E0198_004919
OG0000154	CLUG_05592	E0198_004972
OG0000156	CLUG_00008, CLUG_01051	E0198_000137
OG0000157	CLUG_00038, CLUG_01210	E0198_002073
OG0000158	CLUG_04631, CLUG_00058	E0198_001035
OG0000159	CLUG_00092	E0198_001002, E0198_000408
OG0000160	CLUG_00104, CLUG_05564	E0198_004947
OG0000161	CLUG_00123, CLUG_04373	E0198_000969
OG0000162	CLUG_02552, CLUG_00267	E0198_002651
OG0000163	CLUG_00735, CLUG_00278	E0198_000435
OG0000164	CLUG_03178, CLUG_00279	E0198_002085
OG0000165	CLUG_02949, CLUG_00281	E0198_002301
OG0000166	CLUG_00282, CLUG_00739	E0198_000834
OG0000167	CLUG_00285, CLUG_04456	E0198_004015
OG0000169	CLUG_00442, CLUG_01800	E0198_000697
OG0000170	CLUG_01488, CLUG_00630	E0198_000534
OG0000171	CLUG_01884, CLUG_00784	E0198_001448
OG0000172	CLUG_00792	E0198_000379, E0198_004506
OG0000173	CLUG_00858, CLUG_05021	E0198_000313
OG0000174	CLUG_02275, CLUG_00914	E0198_001105
OG0000175	CLUG_00932, CLUG_04532	E0198_000239
OG0000176	CLUG_00945	E0198_003273, E0198_000227
OG0000177	CLUG_00980	E0198_000196, E0198_004886
OG0000178	CLUG_03086, CLUG_01022	E0198_002163
OG0000179	CLUG_01075, CLUG_04830	E0198_000111
OG0000180	CLUG_01181, CLUG_02120	E0198_001239
OG0000181	CLUG_01189, CLUG_02475	E0198_002721
OG0000182	CLUG_01192, CLUG_02343	E0198_002836
OG0000183	CLUG_01193, CLUG_05678	E0198_005043
OG0000184	CLUG_01194, CLUG_01965	E0198_001368
OG0000185	CLUG_02490, CLUG_01203	E0198_002708
OG0000186	CLUG_02409, CLUG_01208	E0198_002771
OG0000187	CLUG_01304, CLUG_05543	E0198_001982
OG0000188	CLUG_01341, CLUG_03122	E0198_001945
OG0000190	CLUG_03669, CLUG_01534	E0198_003286
OG0000191	CLUG_02418, CLUG_01572	E0198_002765
OG0000192	CLUG_02242, CLUG_01582	E0198_001136
OG0000193	CLUG_02456, CLUG_01611	E0198_001702
OG0000194	CLUG_01620, CLUG_01619	E0198_001694
OG0000195	CLUG_03855, CLUG_01629	E0198_003471
OG0000196	CLUG_02027, CLUG_01645	E0198_001670
OG0000197	CLUG_01688, CLUG_04384	E0198_001630
OG0000198	CLUG_03259, CLUG_01750	E0198_001573
OG0000199	CLUG_01772, CLUG_02808	E0198_001556
OG0000200	CLUG_01776, CLUG_02813	E0198_001552
OG0000201	CLUG_01799, CLUG_01795	E0198_001534
OG0000202	CLUG_01798, CLUG_04473	E0198_003997
OG0000203	CLUG_01867	E0198_001463, E0198_000856
OG0000204	CLUG_01890	E0198_002679, E0198_001443
OG0000205	CLUG_01966	E0198_001367, E0198_000451
OG0000206	CLUG_03643, CLUG_02007	E0198_001332
OG0000207	CLUG_04892, CLUG_02064	E0198_001285
OG0000208	CLUG_02104, CLUG_03219	E0198_002891
OG0000209	CLUG_02108, CLUG_03233	E0198_002903
OG0000210	CLUG_02109, CLUG_03109	E0198_002143
OG0000211	CLUG_02125	E0198_004517, E0198_001233
OG0000212	CLUG_04714, CLUG_02146	E0198_001219
OG0000213	CLUG_03892, CLUG_02147	E0198_001218
OG0000214	CLUG_02164	E0198_001203, E0198_004604
OG0000215	CLUG_05842, CLUG_02168	E0198_001199
OG0000217	CLUG_02190, CLUG_02188	E0198_001183
OG0000218	CLUG_02193	E0198_004959, E0198_001180
OG0000219	CLUG_02231	E0198_001836, E0198_001146
OG0000220	CLUG_02263	E0198_001121, E0198_003948
OG0000221	CLUG_02305, CLUG_03978	E0198_003569
OG0000222	CLUG_05585, CLUG_02307	E0198_002868
OG0000223	CLUG_02874, CLUG_02349	E0198_002831
OG0000224	CLUG_03533, CLUG_02371	E0198_003166
OG0000225	CLUG_02405, CLUG_03127	E0198_002775
OG0000226	CLUG_02441, CLUG_03832	E0198_003450
OG0000227	CLUG_02461, CLUG_03418	E0198_003059
OG0000228	CLUG_03993, CLUG_02470	E0198_003581
OG0000229	CLUG_02575, CLUG_05535	E0198_004922
OG0000230	CLUG_02617, CLUG_04660	E0198_002594
OG0000231	CLUG_02676	E0198_002533, E0198_004039
OG0000232	CLUG_02681, CLUG_04300	E0198_004152
OG0000233	CLUG_05139, CLUG_02682	E0198_004420
OG0000234	CLUG_03933, CLUG_02700	E0198_002508
OG0000235	CLUG_03984, CLUG_02702	E0198_003574
OG0000236	CLUG_02723, CLUG_03858	E0198_002491
OG0000237	CLUG_04133, CLUG_02762	E0198_004303
OG0000239	CLUG_05519, CLUG_02814	E0198_004905
OG0000240	CLUG_02875, CLUG_02997	E0198_002256
OG0000241	CLUG_02889	E0198_002348, E0198_000926
OG0000242	CLUG_03988, CLUG_02946	E0198_002303
OG0000243	CLUG_02979	E0198_002276, E0198_002275
OG0000244	CLUG_03014	E0198_000255, E0198_002239
OG0000245	CLUG_03042, CLUG_04670	E0198_002210
OG0000246	CLUG_03633, CLUG_03267	E0198_002934
OG0000247	CLUG_03295, CLUG_04840	E0198_002958
OG0000248	CLUG_03358	E0198_003006, E0198_001812
OG0000249	CLUG_03443, CLUG_03388	E0198_003083
OG0000250	CLUG_03474, CLUG_03652	E0198_003269
OG0000251	CLUG_03490, CLUG_03899	E0198_003123
OG0000252	CLUG_03551	E0198_003182, E0198_001465
OG0000253	CLUG_04195, CLUG_03718	E0198_003341
OG0000254	CLUG_04689, CLUG_03765	E0198_003810
OG0000255	CLUG_03882, CLUG_03818	E0198_003438
OG0000256	CLUG_03861, CLUG_04984	E0198_004549
OG0000257	CLUG_03871, CLUG_04076	E0198_003659
OG0000259	CLUG_04765, CLUG_04074	E0198_003742
OG0000260	CLUG_04115, CLUG_05376	E0198_004322
OG0000261	CLUG_04173, CLUG_05591	E0198_004971
OG0000262	CLUG_04237	E0198_004208, E0198_001237
OG0000263	CLUG_04981, CLUG_04242	E0198_004551
OG0000264	CLUG_04273, CLUG_04954	E0198_004175
OG0000265	CLUG_04376, CLUG_05714	E0198_005070
OG0000266	CLUG_05226, CLUG_04378	E0198_004347
OG0000267	CLUG_04434	E0198_005272, E0198_004034
OG0000268	CLUG_04450	E0198_003337, E0198_004021
OG0000269	CLUG_04711	E0198_003790, E0198_004006
OG0000270	CLUG_04822	E0198_003685, E0198_003201
OG0000271	CLUG_04874, CLUG_05815	E0198_005159
OG0000272	CLUG_05449, CLUG_04895	E0198_004615
OG0000273	CLUG_05010, CLUG_05364	E0198_004526
OG0000274	CLUG_05019	E0198_004520, E0198_001140
OG0000275	CLUG_05061, CLUG_05062	E0198_004483
OG0000276	CLUG_05201, CLUG_05138	E0198_004421
OG0000277	CLUG_05171	E0198_002570, E0198_004392
OG0000278	CLUG_05232	E0198_004341, E0198_002279
OG0000279	CLUG_05238	E0198_004669, E0198_002950
OG0000280	CLUG_05336	E0198_005119, E0198_004748
OG0000281	CLUG_05358	E0198_003811, E0198_004768
OG0000282	CLUG_05653	E0198_005016, E0198_003067
OG0000283	CLUG_05769	E0198_002298, E0198_005115
OG0000284	CLUG_05793	E0198_005138, E0198_003518
OG0000285	CLUG_05805	E0198_003408, E0198_005151
OG0000286	CLUG_05887, CLUG_05915	E0198_005249
OG0000288	CLUG_00001	E0198_001090
OG0000289	CLUG_00002	E0198_001089
OG0000290	CLUG_00003	E0198_001088
OG0000291	CLUG_00004	E0198_001087
OG0000292	CLUG_00005	E0198_001086
OG0000293	CLUG_00007	E0198_001085
OG0000294	CLUG_00009	E0198_001084
OG0000295	CLUG_00010	E0198_001083
OG0000296	CLUG_00011	E0198_001082
OG0000297	CLUG_00012	E0198_001081
OG0000298	CLUG_00013	E0198_001080
OG0000299	CLUG_00015	E0198_001079
OG0000300	CLUG_00016	E0198_001078
OG0000301	CLUG_00017	E0198_001077
OG0000302	CLUG_00018	E0198_001076
OG0000303	CLUG_00019	E0198_001075
OG0000304	CLUG_00020	E0198_001074
OG0000305	CLUG_00021	E0198_001073
OG0000306	CLUG_00022	E0198_001072
OG0000307	CLUG_00023	E0198_001071
OG0000308	CLUG_00024	E0198_001070
OG0000309	CLUG_00026	E0198_001068
OG0000310	CLUG_00029	E0198_001063
OG0000311	CLUG_00030	E0198_001062
OG0000312	CLUG_00031	E0198_001061
OG0000313	CLUG_00032	E0198_001060
OG0000314	CLUG_00033	E0198_001059
OG0000315	CLUG_00034	E0198_001058
OG0000316	CLUG_00035	E0198_001057
OG0000317	CLUG_00036	E0198_001056
OG0000318	CLUG_00037	E0198_001055
OG0000319	CLUG_00039	E0198_001054
OG0000320	CLUG_00040	E0198_001053
OG0000321	CLUG_00042	E0198_001052
OG0000322	CLUG_00043	E0198_001051
OG0000323	CLUG_00044	E0198_001050
OG0000324	CLUG_00045	E0198_001049
OG0000325	CLUG_00046	E0198_001048
OG0000326	CLUG_00047	E0198_001047
OG0000327	CLUG_00048	E0198_001046
OG0000328	CLUG_00049	E0198_001044
OG0000329	CLUG_00050	E0198_001043
OG0000330	CLUG_00051	E0198_001042
OG0000331	CLUG_00052	E0198_001041
OG0000332	CLUG_00053	E0198_001040
OG0000333	CLUG_00054	E0198_001039
OG0000334	CLUG_00055	E0198_001038
OG0000335	CLUG_00056	E0198_001037
OG0000336	CLUG_00057	E0198_001036
OG0000337	CLUG_00059	E0198_001034
OG0000338	CLUG_00060	E0198_001032
OG0000339	CLUG_00061	E0198_001031
OG0000340	CLUG_00062	E0198_001030
OG0000341	CLUG_00063	E0198_001029
OG0000342	CLUG_00064	E0198_001028
OG0000343	CLUG_00065	E0198_001027
OG0000344	CLUG_00066	E0198_001026
OG0000345	CLUG_00068	E0198_001025
OG0000346	CLUG_00069	E0198_001024
OG0000347	CLUG_00070	E0198_001023
OG0000348	CLUG_00071	E0198_001022
OG0000349	CLUG_00072	E0198_001021
OG0000350	CLUG_00074	E0198_001018
OG0000351	CLUG_00075	E0198_001017
OG0000352	CLUG_00077	E0198_001016
OG0000353	CLUG_00080	E0198_001014
OG0000354	CLUG_00081	E0198_001013
OG0000355	CLUG_00082	E0198_001012
OG0000356	CLUG_00083	E0198_001011
OG0000357	CLUG_00084	E0198_001010
OG0000358	CLUG_00085	E0198_001009
OG0000359	CLUG_00086	E0198_001008
OG0000360	CLUG_00087	E0198_001007
OG0000361	CLUG_00088	E0198_001006
OG0000362	CLUG_00089	E0198_001005
OG0000363	CLUG_00090	E0198_001004
OG0000364	CLUG_00091	E0198_001003
OG0000365	CLUG_00093	E0198_001001
OG0000366	CLUG_00094	E0198_001000
OG0000367	CLUG_00096	E0198_000998
OG0000368	CLUG_00097	E0198_000997
OG0000369	CLUG_00098	E0198_000996
OG0000370	CLUG_00099	E0198_000995
OG0000371	CLUG_00100	E0198_000994
OG0000372	CLUG_00101	E0198_000992
OG0000373	CLUG_00102	E0198_000991
OG0000374	CLUG_00103	E0198_000990
OG0000375	CLUG_00105	E0198_000989
OG0000376	CLUG_00106	E0198_000988
OG0000377	CLUG_00107	E0198_000987
OG0000378	CLUG_00108	E0198_000986
OG0000379	CLUG_00109	E0198_000985
OG0000380	CLUG_00110	E0198_000984
OG0000381	CLUG_00111	E0198_000983
OG0000382	CLUG_00112	E0198_000980
OG0000383	CLUG_00113	E0198_000979
OG0000384	CLUG_00114	E0198_000978
OG0000385	CLUG_00116	E0198_000977
OG0000386	CLUG_00117	E0198_000975
OG0000387	CLUG_00118	E0198_000974
OG0000388	CLUG_00119	E0198_000973
OG0000389	CLUG_00120	E0198_000972
OG0000390	CLUG_00121	E0198_000971
OG0000391	CLUG_00122	E0198_000970
OG0000392	CLUG_00124	E0198_000968
OG0000393	CLUG_00125	E0198_000967
OG0000394	CLUG_00126	E0198_000966
OG0000395	CLUG_00127	E0198_000965
OG0000396	CLUG_00128	E0198_000964
OG0000397	CLUG_00129	E0198_000963
OG0000398	CLUG_00130	E0198_000962
OG0000399	CLUG_00134	E0198_000961
OG0000400	CLUG_00135	E0198_000960
OG0000401	CLUG_00137	E0198_000959
OG0000402	CLUG_00138	E0198_000958
OG0000403	CLUG_00140	E0198_000956
OG0000404	CLUG_00141	E0198_000955
OG0000405	CLUG_00142	E0198_000954
OG0000406	CLUG_00143	E0198_000953
OG0000407	CLUG_00144	E0198_000952
OG0000408	CLUG_00145	E0198_000951
OG0000409	CLUG_00147	E0198_000950
OG0000410	CLUG_00148	E0198_000949
OG0000411	CLUG_00149	E0198_000948
OG0000412	CLUG_00150	E0198_000947
OG0000413	CLUG_00152	E0198_000946
OG0000414	CLUG_00153	E0198_000945
OG0000415	CLUG_00154	E0198_000944
OG0000416	CLUG_00155	E0198_000943
OG0000417	CLUG_00157	E0198_000941
OG0000418	CLUG_00158	E0198_000940
OG0000419	CLUG_00159	E0198_000939
OG0000420	CLUG_00160	E0198_000938
OG0000421	CLUG_00162	E0198_000937
OG0000422	CLUG_00163	E0198_000936
OG0000423	CLUG_00165	E0198_000934
OG0000424	CLUG_00166	E0198_000933
