Orthogroup	Clus_L17	Clus_ATCC42720
OG0000110	E0198_002086	CLUG_03177
OG0000111	E0198_002699, E0198_001566	CLUG_02499, CLUG_01760
OG0000112	E0198_004966	CLUG_05583
OG0000112	E0198_001549	CLUG_01780
OG0000113	E0198_002265	CLUG_02989
OG0000113	E0198_001510	CLUG_01820
OG0000114	E0198_001417	CLUG_01916
OG0000114	E0198_002212	CLUG_03040
OG0000115	E0198_005167	CLUG_01939, CLUG_03919, CLUG_05825
OG0000116	E0198_001381	CLUG_01951
OG0000116	E0198_001382	CLUG_01950
OG0000117	E0198_003073	CLUG_03432
OG0000117	E0198_001329	CLUG_02010
OG0000118	E0198_001326	CLUG_02012
OG0000118	E0198_001325	CLUG_02013
OG0000119	E0198_001253	CLUG_02101
OG0000119	E0198_002277	CLUG_02978
OG0000120	E0198_001225	CLUG_02139
OG0000120	E0198_004529	CLUG_05006
OG0000121	E0198_004642	CLUG_04859
OG0000121	E0198_001222	CLUG_02142
OG0000122	E0198_001181	CLUG_02192
OG0000122	E0198_005085	CLUG_05735
OG0000123	E0198_005185	CLUG_05845
OG0000123	E0198_001179	CLUG_02194
OG0000124	E0198_001283	CLUG_02866
OG0000124	E0198_002818	CLUG_02361
OG0000125	E0198_002730	CLUG_02458
OG0000125	E0198_003256	CLUG_03629
OG0000126	E0198_002590	CLUG_02622, CLUG_05728, CLUG_04624
OG0000127	E0198_002962	CLUG_03302
OG0000127	E0198_002544	CLUG_02667
OG0000129	E0198_004003	CLUG_04467
OG0000129	E0198_002476	CLUG_02735
OG0000130	E0198_002391	CLUG_02833
OG0000130	E0198_002282	CLUG_02971
OG0000131	E0198_002318	CLUG_02929
OG0000131	E0198_004653	CLUG_04847
OG0000132	E0198_003104	CLUG_03468
OG0000132	E0198_002260	CLUG_02993
OG0000133	E0198_002253	CLUG_03546, CLUG_04664, CLUG_03000
OG0000134	E0198_004414	CLUG_05145, CLUG_05382, CLUG_03126
OG0000135	E0198_004359	CLUG_05209
OG0000135	E0198_002115	CLUG_03154
OG0000136	E0198_002092	CLUG_03172
OG0000136	E0198_003870	CLUG_04609
OG0000137	E0198_002899	CLUG_03227
OG0000137	E0198_002900	CLUG_03228
OG0000138	E0198_002924	CLUG_03257
OG0000138	E0198_003344	CLUG_03721
OG0000139	E0198_002997	CLUG_03347
OG0000139	E0198_004416	CLUG_05143
OG0000140	E0198_004011	CLUG_04460
OG0000140	E0198_003033	CLUG_03389
OG0000141	E0198_003365	CLUG_03744
OG0000141	E0198_003034	CLUG_03390
OG0000142	E0198_004296	CLUG_04139
OG0000142	E0198_003050	CLUG_03405
OG0000143	E0198_003541	CLUG_03946, CLUG_04666, CLUG_04665
OG0000144	E0198_003655	CLUG_04072
OG0000144	E0198_005112	CLUG_05766
OG0000145	E0198_004317	CLUG_04120
OG0000145	E0198_004318	CLUG_04119
OG0000146	E0198_004224	CLUG_04218
OG0000146	E0198_003915	CLUG_04560
OG0000147	E0198_004133	CLUG_04321
OG0000147	E0198_004968	CLUG_05588
OG0000148	E0198_004045	CLUG_04426
OG0000148	E0198_004717	CLUG_05300
OG0000149	E0198_003757	CLUG_04748
OG0000149	E0198_004353	CLUG_05216
OG0000150	E0198_004611, E0198_004291, E0198_002454	CLUG_04901
OG0000151	E0198_004700	CLUG_05280
OG0000151	E0198_004561	CLUG_04971
OG0000152	E0198_004530	CLUG_05005
OG0000152	E0198_004531	CLUG_05004
OG0000153	E0198_004877	CLUG_05484
OG0000153	E0198_004878	CLUG_05485
OG0000154	E0198_004919	CLUG_05534
OG0000154	E0198_004972	CLUG_05592
OG0000156	E0198_000137	CLUG_00008, CLUG_01051
OG0000157	E0198_002073	CLUG_00038, CLUG_01210
OG0000158	E0198_001035	CLUG_04631, CLUG_00058
OG0000159	E0198_001002, E0198_000408	CLUG_00092
OG0000160	E0198_004947	CLUG_00104, CLUG_05564
OG0000161	E0198_000969	CLUG_00123, CLUG_04373
OG0000162	E0198_002651	CLUG_02552, CLUG_00267
OG0000163	E0198_000435	CLUG_00735, CLUG_00278
OG0000164	E0198_002085	CLUG_03178, CLUG_00279
OG0000165	E0198_002301	CLUG_02949, CLUG_00281
OG0000166	E0198_000834	CLUG_00282, CLUG_00739
OG0000167	E0198_004015	CLUG_00285, CLUG_04456
OG0000169	E0198_000697	CLUG_00442, CLUG_01800
OG0000170	E0198_000534	CLUG_01488, CLUG_00630
OG0000171	E0198_001448	CLUG_01884, CLUG_00784
OG0000172	E0198_000379, E0198_004506	CLUG_00792
OG0000173	E0198_000313	CLUG_00858, CLUG_05021
OG0000174	E0198_001105	CLUG_02275, CLUG_00914
OG0000175	E0198_000239	CLUG_00932, CLUG_04532
OG0000176	E0198_003273, E0198_000227	CLUG_00945
OG0000177	E0198_000196, E0198_004886	CLUG_00980
OG0000178	E0198_002163	CLUG_03086, CLUG_01022
OG0000179	E0198_000111	CLUG_01075, CLUG_04830
OG0000180	E0198_001239	CLUG_01181, CLUG_02120
OG0000181	E0198_002721	CLUG_01189, CLUG_02475
OG0000182	E0198_002836	CLUG_01192, CLUG_02343
OG0000183	E0198_005043	CLUG_01193, CLUG_05678
OG0000184	E0198_001368	CLUG_01194, CLUG_01965
OG0000185	E0198_002708	CLUG_02490, CLUG_01203
OG0000186	E0198_002771	CLUG_02409, CLUG_01208
OG0000187	E0198_001982	CLUG_01304, CLUG_05543
OG0000188	E0198_001945	CLUG_01341, CLUG_03122
OG0000190	E0198_003286	CLUG_03669, CLUG_01534
OG0000191	E0198_002765	CLUG_02418, CLUG_01572
OG0000192	E0198_001136	CLUG_02242, CLUG_01582
OG0000193	E0198_001702	CLUG_02456, CLUG_01611
OG0000194	E0198_001694	CLUG_01620, CLUG_01619
OG0000195	E0198_003471	CLUG_03855, CLUG_01629
OG0000196	E0198_001670	CLUG_02027, CLUG_01645
OG0000197	E0198_001630	CLUG_01688, CLUG_04384
OG0000198	E0198_001573	CLUG_03259, CLUG_01750
OG0000199	E0198_001556	CLUG_01772, CLUG_02808
OG0000200	E0198_001552	CLUG_01776, CLUG_02813
OG0000201	E0198_001534	CLUG_01799, CLUG_01795
OG0000202	E0198_003997	CLUG_01798, CLUG_04473
OG0000203	E0198_001463, E0198_000856	CLUG_01867
OG0000204	E0198_002679, E0198_001443	CLUG_01890
OG0000205	E0198_001367, E0198_000451	CLUG_01966
OG0000206	E0198_001332	CLUG_03643, CLUG_02007
OG0000207	E0198_001285	CLUG_04892, CLUG_02064
OG0000208	E0198_002891	CLUG_02104, CLUG_03219
OG0000209	E0198_002903	CLUG_02108, CLUG_03233
OG0000210	E0198_002143	CLUG_02109, CLUG_03109
OG0000211	E0198_004517, E0198_001233	CLUG_02125
OG0000212	E0198_001219	CLUG_04714, CLUG_02146
OG0000213	E0198_001218	CLUG_03892, CLUG_02147
OG0000214	E0198_001203, E0198_004604	CLUG_02164
OG0000215	E0198_001199	CLUG_05842, CLUG_02168
OG0000217	E0198_001183	CLUG_02190, CLUG_02188
OG0000218	E0198_004959, E0198_001180	CLUG_02193
OG0000219	E0198_001836, E0198_001146	CLUG_02231
OG0000220	E0198_001121, E0198_003948	CLUG_02263
OG0000221	E0198_003569	CLUG_02305, CLUG_03978
OG0000222	E0198_002868	CLUG_05585, CLUG_02307
OG0000223	E0198_002831	CLUG_02874, CLUG_02349
OG0000224	E0198_003166	CLUG_03533, CLUG_02371
OG0000225	E0198_002775	CLUG_02405, CLUG_03127
OG0000226	E0198_003450	CLUG_02441, CLUG_03832
OG0000227	E0198_003059	CLUG_02461, CLUG_03418
OG0000228	E0198_003581	CLUG_03993, CLUG_02470
OG0000229	E0198_004922	CLUG_02575, CLUG_05535
OG0000230	E0198_002594	CLUG_02617, CLUG_04660
OG0000231	E0198_002533, E0198_004039	CLUG_02676
OG0000232	E0198_004152	CLUG_02681, CLUG_04300
OG0000233	E0198_004420	CLUG_05139, CLUG_02682
OG0000234	E0198_002508	CLUG_03933, CLUG_02700
OG0000235	E0198_003574	CLUG_03984, CLUG_02702
OG0000236	E0198_002491	CLUG_02723, CLUG_03858
OG0000237	E0198_004303	CLUG_04133, CLUG_02762
OG0000239	E0198_004905	CLUG_05519, CLUG_02814
OG0000240	E0198_002256	CLUG_02875, CLUG_02997
OG0000241	E0198_002348, E0198_000926	CLUG_02889
OG0000242	E0198_002303	CLUG_03988, CLUG_02946
OG0000243	E0198_002276, E0198_002275	CLUG_02979
OG0000244	E0198_000255, E0198_002239	CLUG_03014
OG0000245	E0198_002210	CLUG_03042, CLUG_04670
OG0000246	E0198_002934	CLUG_03633, CLUG_03267
OG0000247	E0198_002958	CLUG_03295, CLUG_04840
OG0000248	E0198_003006, E0198_001812	CLUG_03358
OG0000249	E0198_003083	CLUG_03443, CLUG_03388
OG0000250	E0198_003269	CLUG_03474, CLUG_03652
OG0000251	E0198_003123	CLUG_03490, CLUG_03899
OG0000252	E0198_003182, E0198_001465	CLUG_03551
OG0000253	E0198_003341	CLUG_04195, CLUG_03718
OG0000254	E0198_003810	CLUG_04689, CLUG_03765
OG0000255	E0198_003438	CLUG_03882, CLUG_03818
OG0000256	E0198_004549	CLUG_03861, CLUG_04984
OG0000257	E0198_003659	CLUG_03871, CLUG_04076
OG0000259	E0198_003742	CLUG_04765, CLUG_04074
OG0000260	E0198_004322	CLUG_04115, CLUG_05376
OG0000261	E0198_004971	CLUG_04173, CLUG_05591
OG0000262	E0198_004208, E0198_001237	CLUG_04237
OG0000263	E0198_004551	CLUG_04981, CLUG_04242
OG0000264	E0198_004175	CLUG_04273, CLUG_04954
OG0000265	E0198_005070	CLUG_04376, CLUG_05714
OG0000266	E0198_004347	CLUG_05226, CLUG_04378
OG0000267	E0198_005272, E0198_004034	CLUG_04434
OG0000268	E0198_003337, E0198_004021	CLUG_04450
OG0000269	E0198_003790, E0198_004006	CLUG_04711
OG0000270	E0198_003685, E0198_003201	CLUG_04822
OG0000271	E0198_005159	CLUG_04874, CLUG_05815
OG0000272	E0198_004615	CLUG_05449, CLUG_04895
OG0000273	E0198_004526	CLUG_05010, CLUG_05364
OG0000274	E0198_004520, E0198_001140	CLUG_05019
OG0000275	E0198_004483	CLUG_05061, CLUG_05062
OG0000276	E0198_004421	CLUG_05201, CLUG_05138
OG0000277	E0198_002570, E0198_004392	CLUG_05171
OG0000278	E0198_004341, E0198_002279	CLUG_05232
OG0000279	E0198_004669, E0198_002950	CLUG_05238
OG0000280	E0198_005119, E0198_004748	CLUG_05336
OG0000281	E0198_003811, E0198_004768	CLUG_05358
OG0000282	E0198_005016, E0198_003067	CLUG_05653
OG0000283	E0198_002298, E0198_005115	CLUG_05769
OG0000284	E0198_005138, E0198_003518	CLUG_05793
OG0000285	E0198_003408, E0198_005151	CLUG_05805
OG0000286	E0198_005249	CLUG_05887, CLUG_05915
OG0000288	E0198_001090	CLUG_00001
OG0000289	E0198_001089	CLUG_00002
OG0000290	E0198_001088	CLUG_00003
OG0000291	E0198_001087	CLUG_00004
OG0000292	E0198_001086	CLUG_00005
OG0000293	E0198_001085	CLUG_00007
OG0000294	E0198_001084	CLUG_00009
OG0000295	E0198_001083	CLUG_00010
OG0000296	E0198_001082	CLUG_00011
OG0000297	E0198_001081	CLUG_00012
OG0000298	E0198_001080	CLUG_00013
OG0000299	E0198_001079	CLUG_00015
OG0000300	E0198_001078	CLUG_00016
OG0000301	E0198_001077	CLUG_00017
OG0000302	E0198_001076	CLUG_00018
OG0000303	E0198_001075	CLUG_00019
OG0000304	E0198_001074	CLUG_00020
OG0000305	E0198_001073	CLUG_00021
OG0000306	E0198_001072	CLUG_00022
OG0000307	E0198_001071	CLUG_00023
OG0000308	E0198_001070	CLUG_00024
OG0000309	E0198_001068	CLUG_00026
OG0000310	E0198_001063	CLUG_00029
OG0000311	E0198_001062	CLUG_00030
OG0000312	E0198_001061	CLUG_00031
OG0000313	E0198_001060	CLUG_00032
OG0000314	E0198_001059	CLUG_00033
OG0000315	E0198_001058	CLUG_00034
OG0000316	E0198_001057	CLUG_00035
OG0000317	E0198_001056	CLUG_00036
OG0000318	E0198_001055	CLUG_00037
OG0000319	E0198_001054	CLUG_00039
OG0000320	E0198_001053	CLUG_00040
OG0000321	E0198_001052	CLUG_00042
OG0000322	E0198_001051	CLUG_00043
OG0000323	E0198_001050	CLUG_00044
OG0000324	E0198_001049	CLUG_00045
OG0000325	E0198_001048	CLUG_00046
OG0000326	E0198_001047	CLUG_00047
OG0000327	E0198_001046	CLUG_00048
OG0000328	E0198_001044	CLUG_00049
OG0000329	E0198_001043	CLUG_00050
OG0000330	E0198_001042	CLUG_00051
OG0000331	E0198_001041	CLUG_00052
OG0000332	E0198_001040	CLUG_00053
OG0000333	E0198_001039	CLUG_00054
OG0000334	E0198_001038	CLUG_00055
OG0000335	E0198_001037	CLUG_00056
OG0000336	E0198_001036	CLUG_00057
OG0000337	E0198_001034	CLUG_00059
OG0000338	E0198_001032	CLUG_00060
OG0000339	E0198_001031	CLUG_00061
OG0000340	E0198_001030	CLUG_00062
OG0000341	E0198_001029	CLUG_00063
OG0000342	E0198_001028	CLUG_00064
OG0000343	E0198_001027	CLUG_00065
OG0000344	E0198_001026	CLUG_00066
OG0000345	E0198_001025	CLUG_00068
OG0000346	E0198_001024	CLUG_00069
OG0000347	E0198_001023	CLUG_00070
OG0000348	E0198_001022	CLUG_00071
OG0000349	E0198_001021	CLUG_00072
OG0000350	E0198_001018	CLUG_00074
OG0000351	E0198_001017	CLUG_00075
OG0000352	E0198_001016	CLUG_00077
OG0000353	E0198_001014	CLUG_00080
OG0000354	E0198_001013	CLUG_00081
OG0000355	E0198_001012	CLUG_00082
OG0000356	E0198_001011	CLUG_00083
OG0000357	E0198_001010	CLUG_00084
OG0000358	E0198_001009	CLUG_00085
OG0000359	E0198_001008	CLUG_00086
OG0000360	E0198_001007	CLUG_00087
OG0000361	E0198_001006	CLUG_00088
OG0000362	E0198_001005	CLUG_00089
OG0000363	E0198_001004	CLUG_00090
OG0000364	E0198_001003	CLUG_00091
OG0000365	E0198_001001	CLUG_00093
OG0000366	E0198_001000	CLUG_00094
OG0000367	E0198_000998	CLUG_00096
OG0000368	E0198_000997	CLUG_00097
OG0000369	E0198_000996	CLUG_00098
OG0000370	E0198_000995	CLUG_00099
OG0000371	E0198_000994	CLUG_00100
OG0000372	E0198_000992	CLUG_00101
OG0000373	E0198_000991	CLUG_00102
OG0000374	E0198_000990	CLUG_00103
OG0000375	E0198_000989	CLUG_00105
OG0000376	E0198_000988	CLUG_00106
OG0000377	E0198_000987	CLUG_00107
OG0000378	E0198_000986	CLUG_00108
OG0000379	E0198_000985	CLUG_00109
OG0000380	E0198_000984	CLUG_00110
OG0000381	E0198_000983	CLUG_00111
OG0000382	E0198_000980	CLUG_00112
OG0000383	E0198_000979	CLUG_00113
OG0000384	E0198_000978	CLUG_00114
OG0000385	E0198_000977	CLUG_00116
OG0000386	E0198_000975	CLUG_00117
OG0000387	E0198_000974	CLUG_00118
OG0000388	E0198_000973	CLUG_00119
OG0000389	E0198_000972	CLUG_00120
OG0000390	E0198_000971	CLUG_00121
OG0000391	E0198_000970	CLUG_00122
OG0000392	E0198_000968	CLUG_00124
OG0000393	E0198_000967	CLUG_00125
OG0000394	E0198_000966	CLUG_00126
OG0000395	E0198_000965	CLUG_00127
OG0000396	E0198_000964	CLUG_00128
OG0000397	E0198_000963	CLUG_00129
OG0000398	E0198_000962	CLUG_00130
OG0000399	E0198_000961	CLUG_00134
OG0000400	E0198_000960	CLUG_00135
OG0000401	E0198_000959	CLUG_00137
OG0000402	E0198_000958	CLUG_00138
OG0000403	E0198_000956	CLUG_00140
OG0000404	E0198_000955	CLUG_00141
OG0000405	E0198_000954	CLUG_00142
OG0000406	E0198_000953	CLUG_00143
OG0000407	E0198_000952	CLUG_00144
OG0000408	E0198_000951	CLUG_00145
OG0000409	E0198_000950	CLUG_00147
OG0000410	E0198_000949	CLUG_00148
OG0000411	E0198_000948	CLUG_00149
OG0000412	E0198_000947	CLUG_00150
OG0000413	E0198_000946	CLUG_00152
OG0000414	E0198_000945	CLUG_00153
OG0000415	E0198_000944	CLUG_00154
OG0000416	E0198_000943	CLUG_00155
OG0000417	E0198_000941	CLUG_00157
OG0000418	E0198_000940	CLUG_00158
OG0000419	E0198_000939	CLUG_00159
OG0000420	E0198_000938	CLUG_00160
OG0000421	E0198_000937	CLUG_00162
OG0000422	E0198_000936	CLUG_00163
OG0000423	E0198_000934	CLUG_00165
OG0000424	E0198_000933	CLUG_00166
